time,pos_x,pos_z,rot_y
1793.384,-3.1615,0.0547,114.5978
1793.393,-3.1463,0.0478,114.5978
1793.401,-3.1311,0.0408,114.5978
1793.409,-3.116,0.0339,114.5978
1793.418,-3.1001,0.0266,114.5978
1793.427,-3.0838,0.0192,114.5978
1793.436,-3.0674,0.0116,114.5978
1793.444,-3.0522,0.0047,114.5978
1793.453,-3.0356,-0.0029,114.5978
1793.462,-3.0203,-0.0099,114.5978
1793.47,-3.0051,-0.0168,114.5978
1793.479,-2.9896,-0.024,114.5978
1793.487,-2.9744,-0.0309,114.5978
1793.495,-2.9593,-0.0379,114.5978
1793.504,-2.9441,-0.0448,114.5978
1793.512,-2.929,-0.0517,114.5978
1793.52,-2.9138,-0.0587,114.5978
1793.529,-2.8986,-0.0656,114.5978
1793.537,-2.8835,-0.0725,114.5978
1793.545,-2.8683,-0.0795,114.5978
1793.554,-2.8532,-0.0864,114.5978
1793.562,-2.838,-0.0934,114.5978
1793.57,-2.8229,-0.1003,114.5978
1793.579,-2.8077,-0.1072,114.5978
1793.587,-2.7926,-0.1142,114.5978
1793.596,-2.7767,-0.1214,114.5978
1793.604,-2.7616,-0.1284,114.5978
1793.613,-2.7462,-0.1354,114.5978
1793.621,-2.731,-0.1423,114.5978
1793.629,-2.7159,-0.1493,114.5978
1793.638,-2.7007,-0.1562,114.5978
1793.646,-2.6855,-0.1632,114.5978
1793.655,-2.6687,-0.1709,114.5978
1793.664,-2.6535,-0.1778,114.5978
1793.672,-2.6384,-0.1848,114.5978
1793.681,-2.6211,-0.1927,114.5978
1793.69,-2.6059,-0.1996,114.5978
1793.698,-2.5908,-0.2065,114.5978
1793.706,-2.5756,-0.2135,114.5978
1793.715,-2.5591,-0.221,114.5978
1793.724,-2.5433,-0.2283,114.5978
1793.732,-2.5282,-0.2352,114.5978
1793.741,-2.5125,-0.2424,114.5978
1793.751,-2.4944,-0.2506,114.5978
1793.759,-2.4793,-0.2576,114.5978
1793.768,-2.4641,-0.2645,114.5978
1793.776,-2.449,-0.2715,114.5978
1793.786,-2.4317,-0.2793,114.5978
1793.794,-2.4166,-0.2863,114.5978
1793.802,-2.4014,-0.2932,114.5978
1793.811,-2.3863,-0.3002,114.5978
1793.82,-2.3696,-0.3078,114.5978
1793.828,-2.3545,-0.3147,114.5978
1793.836,-2.3392,-0.3217,114.5978
1793.846,-2.3219,-0.3296,114.5978
1793.854,-2.3067,-0.3366,114.5978
1793.863,-2.2916,-0.3435,114.5978
1793.871,-2.2764,-0.3504,114.5978
1793.88,-2.2601,-0.3579,114.5978
1793.888,-2.2449,-0.3649,114.5978
1793.897,-2.2298,-0.3718,114.5978
1793.905,-2.2146,-0.3787,114.5978
1793.914,-2.1976,-0.3865,114.5978
1793.923,-2.1824,-0.3935,114.5978
1793.931,-2.1673,-0.4004,114.5978
1793.939,-2.1521,-0.4074,114.5978
1793.949,-2.1345,-0.4154,114.5978
1793.957,-2.1193,-0.4224,114.5978
1793.966,-2.1041,-0.4293,114.5978
1793.974,-2.089,-0.4363,114.5978
1793.983,-2.0726,-0.4438,114.5978
1793.991,-2.0574,-0.4507,114.5978
1794,-2.0423,-0.4576,114.5978
1794.008,-2.0271,-0.4646,114.5978
1794.018,-2.0085,-0.4731,114.5978
1794.027,-1.9933,-0.48,114.5978
1794.035,-1.9782,-0.487,114.5978
1794.044,-1.9608,-0.4949,114.5978
1794.053,-1.9455,-0.5019,114.5978
1794.062,-1.9288,-0.5096,114.5978
1794.07,-1.9137,-0.5165,114.5978
1794.079,-1.8979,-0.5237,114.5978
1794.088,-1.8816,-0.5312,114.5978
1794.096,-1.8664,-0.5381,114.5978
1794.105,-1.8513,-0.5451,114.5978
1794.115,-1.8333,-0.5533,114.5978
1794.123,-1.8182,-0.5602,114.5978
1794.131,-1.803,-0.5672,114.5978
1794.14,-1.7867,-0.5746,114.6183
1794.151,-1.7664,-0.584,114.6757
1794.16,-1.7513,-0.591,114.7362
1794.168,-1.7361,-0.5979,114.8144
1794.177,-1.7209,-0.605,114.9113
1794.185,-1.7058,-0.6121,115.0251
1794.193,-1.6907,-0.6192,115.1566
1794.201,-1.6756,-0.6263,115.3058
1794.21,-1.6606,-0.6335,115.4727
1794.218,-1.6456,-0.6407,115.6573
1794.226,-1.6305,-0.6479,115.8599
1794.235,-1.6156,-0.6553,116.0799
1794.243,-1.6006,-0.6627,116.3177
1794.253,-1.5829,-0.6716,116.6263
1794.263,-1.5659,-0.6802,116.8988
1794.272,-1.5498,-0.6884,117.1364
1794.28,-1.535,-0.6961,117.3382
1794.288,-1.5203,-0.7038,117.5223
1794.297,-1.5055,-0.7115,117.6886
1794.308,-1.4861,-0.7218,117.8768
1794.319,-1.4661,-0.7324,118.0388
1794.328,-1.4496,-0.7413,118.15
